location,name,note,waterfront,state,ownership,website,elevation_feet,delta_temp,climate,visited,phone
"34.3071,-83.9317",Duckett Mill Campground,Locally managed USACE campground on a peninsula in Lake Lanier.  Many of the 88 sites have 180-degree lake views directly on the water.  --AWH,lake,GA,local,"https://www.hallcounty.org/Facilities/Facility/Details/Duckett-Mill-Campground-129
https://www.campsitephotos.com/campground/ga/duckett-mill/",1128,5.582683980000009,slightly warmer,no,"770-533-7235,770-532-9802"
"34.3375,-83.9510",Bolding Mill Campground,Locally managed USACE campground on a peninsula in Lake Lanier.  Many of the 88 sites have 180-degree lake views directly on the water.  --AWH,lake,GA,local,"https://www.hallcounty.org/Facilities/Facility/Details/Bolding-Mill-Campground-128
https://www.campsitephotos.com/campground/ga/bolding-mill/",1108,5.598163980000008,slightly warmer,no,"770-533-7227,770-534-6960"
"34.17626,-84.0788",Sawnee Campground,"USACE campground on a peninsula in Lake Lanier, managed by Forsyth County.  Best waterfront sites are 12-24, with sites 16-18 on the tip of the peninsula.  --AWH",lake,GA,local,https://www.register.forsythco.com/forsythcounty/discover/facility/bd419aea-3bdc-4175-bcff-428e46673d40,1154,5.724595980000007,slightly warmer,no,"770-781-2215,770-887-0592"
"34.5911,-82.8972",Coneross Park,USACE campground on Hartwell Lake.  71 of 94 hookup sites are waterfront with direct lake access.  --AWH,lake,SC,federal,https://www.recreation.gov/camping/campgrounds/232555,715,6.545683980000011,slightly warmer,no,888-893-0678
"27.8731,-80.4693",Long Point Park Campground,"Brevard County park on an island in the Indian River Lagoon near Sebastian Inlet.  170 campsites, almost all waterfront.  --AWH",river,FL,local,"https://www.brevardfl.gov/ParksAndRecreation/Campgrounds/LongPointPark
https://www.campsitephotos.com/campground/fl/long-point-park/",9,21.153583980000004,hot,no,321-952-4532
"28.5048,-80.7804",Manatee Hammock Park,"On the Indian River across from Kennedy Space Center.  No waterfront sites, but some sites have a view of the river.   --AWH",riverview,FL,local,https://www.brevardfl.gov/ParksAndRecreation/Campgrounds/ManateeHammockPark,26,19.958023980000007,hot,no,321-264-5083
"28.1655,-80.6644",Wickham Park Campground,An oasis in the heart of Melbourne.  Several sites are on small ponds.   --AWH,pond,FL,local,https://www.brevardfl.gov/ParksAndRecreation/Campgrounds/WickhamPark,49,20.486863980000003,hot,no,321-255-4307
"38.6878,-79.3160","Smalltown Campsites, LLC","In a field next to the South Branch of the Potomac River.  6 sites with full hookups (50/30/15 amp), not waterfront but campground has water access.  Near Spruce Knob, Seneca Rocks, and Dolly Sods.  --AWH",riverview,WV,private,https://smalltowncampsites.wixsite.com/smalltowncampsites,1558,-3.8352760199999993,similar,no,
"38.8246,-79.2898",Eagle Rocks Campground,"Primitive private campground in Smoke Hole Canyon along the South Branch of the Potomac River.  No fixed sites, self-pay $10/night, open year round.  --AWH",river,WV,private,,1400,-3.5199160199999877,similar,no,
"38.8347,-79.3569",Fourth Moon Camp (HipCamp),In the mountains behind Seneca Rocks.  'Spearmint Patch' site is creekside for a small RV.  $60+fees.  Not accessible in snow.  --AWH,creek,WV,private,https://www.hipcamp.com/en-US/land/west-virginia-fourth-moon-camp-nelhjxjq,1998,-5.667496019999991,slightly cooler,no,
"38.9954,-79.2128",Momma Tried RV & Camping (HipCamp),On the North Fork South Branch of the Potomac River near Seneca Rocks and Dolly Sods.  Sites are not waterfront.  $56+fees.  --AWH,river,WV,private,https://www.hipcamp.com/en-US/land/west-virginia-momma-tried-rv-campground-v1qh772y,1063,-2.622256019999988,similar,no,
"39.2475,-79.2140",Bear Run Farms (HipCamp),Beaver Dam site for RVs is creekside w/mountain views.  $45+fees.  --AWH,creek,WV,private,https://www.hipcamp.com/en-US/land/west-virginia-bear-run-farms-2ejh6v92,2824,-9.358936019999998,cooler,no,
"39.2964,-79.1760",Abrams Creek Campground/Retreat (HipCamp),"Potomac Highlands retreat with 20 dispersed RV sites, many right on the creek.  $30+fees.  --AWH",creek,WV,private,https://www.hipcamp.com/en-US/land/west-virginia-abrams-creek-campground-retreat-pw1hj5qw,2713,-9.049156019999991,cooler,no,
"38.6354,-79.5232",The Trout Camp (HipCamp),Multiple RV sites along the creek with full hookups.  $60+fees.  --AWH,creek,WV,private,https://www.hipcamp.com/en-US/land/west-virginia-the-trout-camp-pw1hoz0d,2181,-5.963956019999989,slightly cooler,no,
"34.7051,-80.7520",Twilight (HipCamp),"Site 2 is a water/electric RV site in the woods, next to the kayak-friendly lake.  --AWH",lake,SC,private,https://www.hipcamp.com/en-US/land/south-carolina-twilight-1-ex9hvwr5,515,7.054183980000003,slightly warmer,no,
"30.3431,-82.8465",Off Grid River Camping (HipCamp),Private primitive kayak-friendly site right on the Suwannee River.  --AWH,river,FL,private,https://www.hipcamp.com/en-US/land/florida-off-grid-river-camping-xryhoqv2,68,16.496983980000007,much warmer,no,
"30.3632,-82.1357",Blackwater Ranch (HipCamp),Private primitive kayak-friendly sites right on the Saint Marys River.  --AWH,river,GA,private,https://www.hipcamp.com/en-US/land/georgia-blackwater-ranch-river-camping-xryhkq8o,72,16.449103980000007,much warmer,no,
"31.1299,-81.8684",Deep Bend Landing,"Family-owned campground on the Satilla River with several waterfront sites.  $60 riverfront, $25 basic.  --AWH",river,GA,private,https://www.deepbendlanding.com/,45,15.16264398000001,much warmer,no,912-778-5607
"31.1218,-83.2416",Pragma Farms (HipCamp),Single full-hookup RV site on a 4-acre pond.  $60+fees/night.  --AWH,pond,GA,private,https://www.hipcamp.com/en-US/land/georgia-pragma-farms-pw1hkz2n,242,14.475223980000006,much warmer,no,
"34.6387,-79.2419",The Farm at Lowrys (HipCamp),200-acre working farm with campsites right on the lake.  $40-50+fees/night.  --AWH,lake,NC,private,https://www.hipcamp.com/en-US/land/north-carolina-the-farm-at-lowrys-ozxhrpkv,137,8.519203980000006,slightly warmer,no,
"33.2012,-80.8384",Black Pearl Farms (HipCamp),145-acre organic blueberry farm on the Edisto River.  Waterfront RV site w/canoe $45+fees.  --AWH,river,SC,private,"https://blackpearlfarms.com
https://www.hipcamp.com/en-US/land/south-carolina-black-pearl-farms-1-y0zh8xpj",127,11.141803980000006,warmer,no,
"38.5001,-78.0808",Casa Vargas (HipCamp),Picturesque farm near Culpeper with multiple sites on a small lake.  $55+fees.  --AWH,lake,VA,private,https://www.hipcamp.com/en-US/land/virginia-casa-vargas-5x5hpxml,462,0.41038397999999987,similar,yes,
"37.7241,-78.3485",Seven Islands River Front Campsites (HipCamp),Riverfront campsites on the James River off of US-15 south of I-64.  $54+fees.  --AWH,river,VA,private,https://www.hipcamp.com/en-US/land/virginia-seven-islands-river-front-campsites-xryhjl5v,223,2.6612839800000057,similar,no,
"37.6346,-78.2810",Lakefront!! Kayaks Available (HipCamp),25-acre lake off of US-15 south of I-64.  Kayaks included.  $45-50+fees.  --AWH,lake,VA,private,https://www.hipcamp.com/en-US/land/virginia-lakefront-kayaks-available-ozxhm6vx,278,2.623483980000008,similar,no,
"38.3871,-78.2115",Private Paradise on Rivers Bend (HipCamp),"55-acre property off of US-29 SE of Culpeper, 4 sites on river with beach access.  $47+fees.  --AWH",river,VA,private,https://www.hipcamp.com/en-US/land/virginia-private-paradise-on-rivers-bend-dw9hw0dv,436,0.7073839800000119,similar,no,
"38.4116,-77.6637",Rappahannock River Campground,Off of US-17 south of Warrenton.  Riverside sites $24-30.  Open year round.  --AWH,river,VA,private,https://www.rappahannockrivercampground.com/,288,1.1897839800000058,similar,no,540-385-6222
"38.3668,-77.5540",Burton Family Farm (HipCamp),49-acre farm near Fredericksburg with 19 sites and pond.  No hookups.  $28+fees/night.  --AWH,pond,VA,private,https://www.hipcamp.com/en-US/land/virginia-burton-family-farm-a-place-to-relax-lz9hrr5n,301,1.2236239800000097,similar,no,
"38.2068,-76.9796",Harbor View Circle RV Site (HipCamp),"Waterfront site in a coastal town off the lower Potomac River.  Concrete pad, electric, water, dock, and tiki hut.  $45+fees.  --AWH",river,VA,private,https://www.hipcamp.com/en-US/land/virginia-harbor-view-circle-rv-site-r57h0rvl,16,2.529523980000004,similar,no,
"34.8141,-76.4501",Escape near Cape Lookout (HipCamp),6.5-acre waterfront property on Core Sound near Davis w/private dock.  Some sites have electric/water.  $30+fees.  --AWH,bay,NC,private,https://www.hipcamp.com/en-US/land/north-carolina-escape-near-cape-lookout-lz9h9exl,16,8.63638398,slightly warmer,no,
"35.0964,-76.6269",Hidden Orchard (HipCamp),7.5-acre peninsula near Merritt surrounded by brackish creeks on three sides.  RV sites with electric/water.  $65+fees.  --AWH,river,NC,private,https://www.hipcamp.com/en-US/land/north-carolina-hidden-orchard-zwjhz0zp,3,8.175043980000002,slightly warmer,no,
"35.0955,-76.7106",Dirt Road Daylilies Nursery and Campground (HipCamp),"Nursery and campground near Merritt with pond, full hookups, and canal access to Neuse River.  $30+fees.  --AWH",pond,NC,private,https://www.hipcamp.com/en-US/land/north-carolina-dirt-road-daylilies-nursery-and-cam-nelh1lor,6,8.164963980000003,slightly warmer,no,
"35.4325,-76.6706",Potters Marine (HipCamp),"Marina campground off of Pamlico River.  Full hookups, bath house, free boat ramp and docking.  $50+fees/night.  --AWH",river,NC,river,https://www.hipcamp.com/en-US/land/north-carolina-potters-marine-zwjh2w5x,19,7.511563980000011,slightly warmer,no,
"35.9004,-76.7175",Evans Family Farm (HipCamp),700-acre farm near Plymouth bordering Roanoke River and Conaby Creek with fishing ponds.  Kayak-friendly.  $24+fees.  --AWH,river,NC,private,https://www.hipcamp.com/en-US/land/north-carolina-evans-family-farm-r57h2dqm,22,6.65764398000001,slightly warmer,no,
"36.1176,-76.3464",Proctor Point (HipCamp),"Single RV site on Perquimans River off of Albemarle Sound.  Electric, water, private beach, pier, free kayaks.  $65+fees.  --AWH",bay,NC,private,https://www.hipcamp.com/en-US/land/north-carolina-proctor-point-y0zh67v7,29,6.24328398,slightly warmer,no,
"36.2385,-76.1327",River Sunrise (HipCamp),"Single RV site on Pasquotank River off of Albemarle Sound.  Electric, water, private beach, dock.  $40+fees.  --AWH",bay,NC,private,https://www.hipcamp.com/en-US/land/north-carolina-river-sunrise-5x5hvq6z,26,6.037363980000002,slightly warmer,no,
"36.2452,-75.8685",Camp Sea Horse (HipCamp),Waterfront site on canal in Grandy with access to and view of Currituck Sound.  Full hookups.  20 min to OBX.  $$65+fees.  --AWH,bay,NC,private,https://www.hipcamp.com/en-US/land/north-carolina-camp-sea-horse-06yhzl7w,13,6.072103980000011,slightly warmer,no,
"36.2448,-75.8682",Captain's Corner (HipCamp),Waterfront site on canal in Grandy with access to and view of Currituck Sound.  Full hookups.  20 min to OBX.  $70+fees.  --AWH,bay,NC,private,https://www.hipcamp.com/en-US/land/north-carolina-captain-s-corner-1xmhqrmo,13,6.07282398000001,slightly warmer,no,
"36.8306,-76.2321",Waterfront Quiet Central Location (HipCamp),"Neighboorhood backyard on offshoot of river in Chesapeake/Norfolk.  Electric, water, sewer, boat ramp for kayak.  $59+fees.  --AWH",river,VA,private,https://www.hipcamp.com/en-US/land/virginia-waterfront-quiet-central-location-y0zhrdym,36,4.936483980000012,slightly warmer,no,
"37.3146,-76.4485",The Oysterhouse Landing (HipCamp),"6-acre working waterfront on Severn River with access to Chesapeake Bay.  4 sites, private dock, boat ramp.  $32+fees/night.  --AWH",river,VA,private,https://www.hipcamp.com/en-US/land/virginia-the-oysterhouse-landing-kk9hywor,19,4.123783980000009,slightly warmer,no,
"41.9517,-90.1108",Thomson Causeway Recreation Area,USACE island campground on Mississippi River backwaters.  Many sites are right on the water.  --AWH,river,IL,federal,https://www.recreation.gov/camping/campgrounds/233651,603,-6.3055960199999985,slightly cooler,no,
"38.6569,-89.2603",Coles Creek Recreation Area (Carlyle Lake),USACE campground on Carlyle Lake.  Multiple RV sites directly on the shoreline.  --AWH,lake,IL,federal,https://www.recreation.gov/camping/campgrounds/233463,452,0.16324398000000534,similar,no,
"38.6947,-89.2336",Boulder Recreation Area (Carlyle Lake),USACE campground on a peninsula on Carlyle Lake's eastern shore.  Many sites are waterfront with lake views.  --AWH,lake,IL,federal,https://www.recreation.gov/camping/campgrounds/233433,446,0.11860398000001046,similar,no,
"39.6425,-89.4606",Hickory Point Campground (Sangchris Lake State Park),Illinois DNR campground on Sangchris Lake.  Many RV sites directly on the water with shoreline access.  --AWH,lake,IL,state,https://dnr.illinois.gov/parks/camp/park.sangchrislake.html,590,-2.1022360199999914,similar,no,
"46.8218,-89.6390",Union Bay Campground (Porcupine Mountains Wilderness State Park),State park campground on Lake Superior.  Many sites are right on the lake.  --AWH,lake,MI,state,"https://midnrreservations.com/
https://www.campsitephotos.com/campground/mi/union-bay/",610,-15.09517602,much cooler,no,906-885-5275
"44.0075,-83.0524",Port Crescent State Park,State park on 3 miles of sandy Saginaw Bay (Lake Huron) shoreline.  Front-row sites are directly on the beach.  --AWH,lake,MI,state,https://midnrreservations.com/,587,-9.947536019999996,cooler,no,
"43.4610,-91.2225",Blackhawk Park,USACE campground on Mississippi River Pool 9 back channels near De Soto.  Several sites right on the channel.  --AWH,river,WI,federal,https://www.recreation.gov/camping/campgrounds/233697,626,-9.104236019999993,cooler,no,608-648-3314
"46.4593,-89.5738",Lake Gogebic State Park,State park on Michigan's largest UP lake.  About 20 sites right on the water.  --AWH,lake,MI,state,https://midnrreservations.com/,1302,-16.911376019999995,much cooler,no,
"45.4024,-84.6249",Burt Lake State Park,Popular state park on the southeast shore of Burt Lake.  Many sites are directly on the lakeshore.  --AWH,lake,MI,state,"https://midnrreservations.com/
https://www.campsitephotos.com/campground/mi/burt-lake-state-park/",606,-12.528556019999995,cooler,no,231-238-9392
"44.2393,-85.4505",Mitchell State Park,Multiple campsites on a canal that connects Lake Cadillac and Lake Mitchell.  Sites are set back behind a towpath and a fence.  --AWH,lakeview,MI,state,https://midnrreservations.com/,1299,-12.903676019999995,cooler,no,
